NA;R;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
R;S;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;consumo;gobierno;inversion;exportaciones;Demanda total
1;1;36.66705704;6.79588604;9.830884933;0.12284489;0.000416981;0.005206111;0.000967181;0;0.000778663;3.606157064;0;0.057813764;25.32977676;0;1.159734488;0.457421958;0.90725106;0.871506691;0.762486994;0.10717354;0.02847496;0.022676941;0.0185264;0.196309388;0.210632846;0.005444744;0.013050405;0.001137004;0.002680098;0.002729843;0.113802105;0.047741972;0.02636154;0.001922374;0.009519249;0.015748624;1.554916382;0.0576545;0.004084137;0.035966575;0;0.002502431;0.002745154;0.000984541;33.32978058;0.016624825;0.013802653;0.043383852;0.021246428;0.21721603;0.578085721;0.071948439;0.213501841;0;168.7452984;0.093920119;26.64671;967.4214625;1286.487153
1;2;1.124701023;0.208986208;0.107698858;0.003190537;4.35824E-06;0.001034921;0.0001309;0;0.000114794;0.004365848;0;0.000464213;0.41239202;0;0.036193483;0.014022745;0.024204435;0.02912969;0.015342884;0.001067308;9.98895E-05;0.000512588;0.003001938;0.006421586;0.002602345;0.000849696;0.001127727;6.24738E-05;0.000220497;0.000462173;0.002676909;0.002086776;0.003350338;0.000272091;0.001248489;0.001827664;0.142731622;0.011384999;0.000700553;0.00494204;0;0.000575695;0.000423776;0.000223203;0.943650305;0.002710124;0.001750703;0.006000395;0.003100872;0.024941612;0.025832605;0.009271665;0.020017587;0;6.601562236;0.003463174;14.06631138;115.3619283;139.2337706
1;3;5.733170986;0.657848954;21.54000854;0.003379319;0.167276874;0.000592995;0.000100993;0;0.000165621;56.53393173;0;14.61922359;2.070337534;0;0.005178584;0.021718195;0.035429683;3.83166E-05;0.04330625;0.042490728;0;0.000107745;0;0.045318011;0.000266994;0;0;0;0;0;0.000408128;3.64863E-05;0.003738332;0.000276051;0.00195506;0.000894043;0.218371123;0.003222003;0;0.001647603;0;0;0.000304921;0;8.632907867;2.23241E-05;0.000989054;0.011140061;0.001573381;0.02411299;0.086776055;0.001872036;0.004275295;0;55.99667093;0.14457126;0.946690011;190.080365;357.6826948
1;4;0.131091148;0.018255681;0.005096995;0.827540874;2.27587E-07;2.58357E-05;4.40008E-06;0;7.21595E-06;2.42836E-06;0;3.05372E-06;0.005374791;0;0.003257856;0.00119179;0.000193275;0;0;0;0.354160041;0.102761537;0;0.000662013;0.03419596;0.004262569;0;0;0;0;0.007241556;0.000618046;0.000162868;1.2027E-05;8.51752E-05;3.89519E-05;3.363546371;0.000140373;0;7.17832E-05;0;0;1.32848E-05;0;0.017434422;9.72599E-07;4.30912E-05;0.000485342;6.85468E-05;0.001025503;0.000429119;8.15613E-05;0.000186267;0;1.722451346;0;5.862970226;15.83919175;28.30438727
1;5;0;0;0;0;0.069837399;0;0;0;0;0.246460244;0;0;0;0;0;0;0.000248991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.460813493;0;0;0;0;0;0;0;0;0;2.808289289;0;0;5.093106713;8.678755496
1;6;0.010373042;0.000343434;0.001705971;0.000274129;2.03747E-05;0.314833373;0.004470808;0;0.053130683;0.032270879;0;0.000533182;0.001985505;0;0.017369296;5.70098E-05;0.000205069;0.00079496;0.00089615;0.00145201;9.33165E-05;0.028764222;6.190254211;0.009501076;0.000588613;0.069859423;0.081763662;8.09854E-05;0.000198552;0.000201677;0.000242761;7.15713E-05;3.112106562;0.001589662;0.001380369;0.008039855;0.109561861;0.019485427;0.000765262;0.007538682;0;0.000192874;0.003094656;0.000427014;0.018049415;0.01249823;0.001433606;0.004643493;0.012194138;0.078193411;0.055003688;0.008301404;0.006479194;0;0.081451796;0.00153833;0.363606651;321.6009354;332.4254107
1;7;0.043810632;0.00475837;0.008419421;0.000664072;0.000113955;3.739076853;6.487084389;0;0.632230043;0.005324372;0;0.00275764;0.009673266;0;0.00172106;0.000298764;0.00108718;0.003716788;0.004399268;0.007192642;0.000480413;0.00776578;62.9036026;0.002244028;0.002802609;0.032486163;0.005133731;0.000410085;0.002677438;0.001070551;0.001953518;0.002290954;1.526690602;2.202852726;0.006315806;0.032522455;0.125957176;0.083691485;0.004027101;0.047834579;0;0.001816116;0.013784207;0.00213423;0.086080864;0.057001945;0.012620034;0.024043821;0.065033071;0.378382236;0.230029896;0.042932175;0.036684442;0;0.519589164;0.01065162;13.56438515;158.9847938;251.9751145
1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
